District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Male_Workers,Female_Workers,Frontline_Workers,Industrial_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated
120,RAJASTHAN,Tonk,1421326,728136,693190,749659,478329,271330,371848,277313,495797,153364,772165,326083,113426,16004,193648,32359,158264,1908,12482,298911,81755,237191,190750,154825,91853,64431,67155,9919,880194,334006,205593,1533
121,RAJASTHAN,Bundi,1110906,577160,533746,585044,371705,213339,314806,211285,361070,165021,584815,250453,111388,11172,153078,33406,136969,1392,7705,239836,63452,153500,159218,121104,63248,41227,41052,6460,686771,267648,155958,529
122,RAJASTHAN,Bhilwara,2408523,1220736,1187787,1256126,777582,478544,674589,473576,883329,264836,1260358,555168,163052,30149,399796,93768,373644,6207,24014,530015,145865,398993,338296,258990,141250,92785,106667,10928,1439454,589476,365023,14570
123,RAJASTHAN,Rajsamand,1156597,581339,575258,619139,383334,235805,319534,231297,362584,188247,605766,207582,106587,13505,223157,36073,193276,1989,9222,304622,61054,190090,190388,140839,72969,41063,34286,4732,687165,275099,193668,665
124,RAJASTHAN,Dungarpur,1388552,696532,692020,681591,415820,265771,346624,294891,216411,425104,747037,227849,184330,12514,216822,26351,141275,1477,11742,322816,31547,238847,175059,114245,60656,42887,39312,4834,868458,317700,191917,10477
125,RAJASTHAN,Banswara,1797485,907754,889731,829343,513854,315489,482236,434338,542983,373591,880911,546569,199370,19818,150817,34189,120603,2324,15062,390437,39407,240067,190259,137780,75011,50438,47094,8145,1153029,406214,216554,21688
126,RAJASTHAN,Chittaurgarh,1544338,783171,761167,821825,514851,306974,456632,346123,656904,145851,741583,453201,123469,15435,210650,59190,268172,4941,16560,366780,88873,245603,225700,170455,90889,58129,67155,10768,880043,398303,258997,6995
127,RAJASTHAN,Kota,1951014,1021161,929853,1298345,765396,532949,534650,214161,577548,171263,1202203,140262,134992,25125,448432,165563,339899,12843,36297,203454,311735,286676,294591,250092,172538,118710,167778,27485,1177474,495896,275396,2248
128,RAJASTHAN,Baran,1222755,633945,588810,693307,432607,260700,329754,222829,359785,192798,670172,216538,185037,15258,135750,32685,161310,1363,9491,249184,69804,203489,194024,144190,76209,46847,49939,8057,762204,286344,173100,1107
129,RAJASTHAN,Jhalawar,1411129,725143,685986,739792,466815,272977,402825,283125,475653,210297,725179,328714,209772,11199,136265,38909,220428,1750,9403,298624,63763,226614,203488,143108,73388,46267,47985,6972,850546,346110,213674,799
130,RAJASTHAN,Udaipur,3068420,1566801,1501619,1582629,973444,609185,835839,529944,822355,543428,1702637,539106,302968,33535,490174,128320,357846,14211,48517,665449,182769,442946,386075,277392,164290,102085,142672,20010,1876436,739287,451034,1663
131,RAJASTHAN,Pratapgarh,867848,437744,430104,401515,250122,151393,251691,229603,327445,153849,386554,306419,96815,5516,72544,17984,71612,716,5961,209813,24269,142397,111276,70969,35206,21854,19109,2137,545987,204801,115608,1452
132,UTTAR PRADESH,Saharanpur,3466382,1834106,1632276,2077108,1220114,856994,911136,126208,882701,154643,2429038,221567,273050,34032,508695,149035,404499,9699,38816,605082,284156,474060,600668,431491,256510,163463,154153,10083,2228689,769736,433862,34095
133,UTTAR PRADESH,Muzaffarnagar,4143512,2193434,1950078,2417339,1448528,968811,1081569,210075,1085491,206153,2851868,336049,323641,45952,586002,147785,368153,10077,56149,673746,296104,826387,780470,531913,281747,148770,98691,5608,2671757,911621,544283,15851
134,UTTAR PRADESH,Bijnor,3682713,1921215,1761498,2135393,1241471,893922,921497,166539,839778,248258,2594677,232158,311489,52549,491840,128042,268353,7303,37341,683875,224648,498971,827447,549594,255028,159528,148185,14658,2404576,786305,450186,41646
135,UTTAR PRADESH,Moradabad,4772006,2503186,2268820,2263848,1357435,906413,1193439,224372,1104968,312843,3354195,368638,338384,88733,622056,179473,281758,11690,61846,692398,355518,635957,725118,492338,296210,186311,186489,23372,3168270,988486,525574,89676
136,UTTAR PRADESH,Rampur,2335819,1223889,1111930,1043666,630408,413258,609693,127568,564266,172995,1598558,214187,230238,54238,238598,62281,131112,3847,25960,396775,143217,278477,374898,171242,85117,51703,43839,3169,1576123,491164,258913,9619
137,UTTAR PRADESH,Jyotiba Phule Nagar,1840221,963449,876772,983110,600541,382569,459037,140052,453567,145522,1241132,217672,131877,31600,217940,55064,89329,2825,18303,335888,115486,251669,352835,230640,161282,164763,69522,3021,1227283,391275,215849,5814
138,UTTAR PRADESH,Meerut,3443689,1825743,1617946,2141488,1254520,886968,898810,191729,890810,199729,2353150,196068,153995,63096,677380,236071,425624,23717,69473,381520,422303,412280,495861,469403,359944,254337,275076,36096,2165117,780475,451827,46270
139,UTTAR PRADESH,Baghpat,1303048,700070,602978,797970,489858,308112,342604,74091,334519,82176,886353,124718,74500,20347,197130,44732,119121,2989,19999,246055,69991,139646,272939,215070,132197,79475,44164,3730,817140,283276,194548,8084
140,UTTAR PRADESH,Ghaziabad,4681645,2488834,2192811,3123264,1811397,1311867,1231615,288923,1252911,267627,3161107,158868,123680,83672,1154318,501592,695130,78116,179552,355407,836316,534606,858286,797473,597661,475439,255949,26399,2891069,1139871,559963,90742
141,UTTAR PRADESH,Gautam Buddha Nagar,1648115,890214,757901,1122947,666065,456882,443384,125725,458492,110617,1079006,72668,48845,35400,412196,193902,257586,53181,87188,170835,338935,201277,330623,283031,218587,194796,101645,5058,1015648,402967,188862,40638
142,UTTAR PRADESH,Bulandshahr,3499171,1845260,1653911,2031656,1253314,778342,897815,275445,885216,288044,2325911,332475,241137,65937,533711,124641,223922,7865,38225,658449,221628,443641,540754,475146,338138,217882,151182,17796,2246254,753949,472808,26160
143,UTTAR PRADESH,Aligarh,3673889,1951996,1721893,2092567,1283380,809187,929337,245024,865799,308562,2499528,281501,267197,78566,547097,153283,268120,13634,58336,582117,275942,456870,491605,443958,334738,216997,172585,20498,2378289,787408,472667,35525
144,UTTAR PRADESH,Mahamaya Nagar,1564708,836127,728581,942572,579157,363415,398126,85989,337295,146820,1080593,124231,154720,32402,172762,48911,134579,3087,18621,288150,84883,181444,297282,269717,166861,89435,49812,5386,1011157,339137,210083,4331
145,UTTAR PRADESH,Mathura,2547184,1367125,1180059,1507746,943346,564400,635142,205797,594799,246140,1706245,235886,179248,44453,381352,107867,281239,8726,37596,407488,177802,303291,420976,344961,233264,155937,103102,10262,1600686,535738,327854,82906
146,UTTAR PRADESH,Agra,4418797,2364953,2053844,2680510,1614594,1065916,1119701,270143,1050562,339282,3028953,285471,234455,94184,775734,251013,536402,27183,82012,496971,406852,600839,904836,647340,450571,317618,199395,20781,2871903,991255,547873,7766
147,UTTAR PRADESH,Firozabad,2498156,1332046,1166110,1521806,912314,609492,621840,139681,573649,187872,1736635,184595,150221,59942,366763,100919,196080,5834,31797,349747,185621,324525,416295,368905,277163,166249,108627,11313,1621154,543730,312689,20583
148,UTTAR PRADESH,Mainpuri,1868529,993377,875152,1203885,712110,491775,466067,94773,424782,136058,1307689,270888,137174,24784,127994,43074,79022,2642,24451,338475,72783,234774,353287,319158,230731,144516,111696,12281,1193660,402321,265638,6910
149,UTTAR PRADESH,Budaun,3681896,1967759,1714137,1547477,986501,560976,939616,167727,875763,231580,2574553,575903,258758,40122,232560,62863,110177,3634,30423,710956,156668,556130,585283,295943,154425,86760,64222,7291,2436051,748408,424194,73243
150,UTTAR PRADESH,Bareilly,4448359,2357665,2090694,2191759,1342697,849062,1153006,248965,1043912,358059,3046388,365985,326376,131699,577911,210687,272830,15164,56575,631613,362798,717585,641251,442110,272840,172554,146446,16806,2893965,952233,514141,88020
151,UTTAR PRADESH,Pilibhit,2031007,1072002,959005,1061095,654290,406805,534939,83666,463415,155190,1412402,216476,224192,22782,155155,47723,83006,2870,18097,371752,89638,294135,281158,240057,117838,77602,66129,9713,1320476,449673,256276,4582
152,UTTAR PRADESH,Shahjahanpur,3006538,1606403,1400135,1490930,915142,575788,783313,108901,699503,192711,2114324,344973,275192,31141,240908,91958,115163,3889,27533,520289,134714,451571,476064,315873,158430,96308,87355,8885,1961237,652237,368743,24321
153,UTTAR PRADESH,Kheri,4021243,2123187,1898056,2034044,1237157,796887,1058483,206235,958249,306469,2756525,529223,422142,47837,265516,86948,122761,3402,29252,754938,107672,717340,621684,442748,223669,129627,128548,10846,2582597,896611,510832,31203
154,UTTAR PRADESH,Sitapur,4483992,2375264,2108728,2283733,1397702,886031,1171252,251350,1023642,398960,3061390,571097,473554,70971,306980,74072,102040,3874,34609,827583,111319,714304,656401,482220,221898,136383,127750,8775,2862383,1000987,588318,32304
155,UTTAR PRADESH,Hardoi,4092845,2191442,1901403,2221601,1374587,847014,1091952,226994,969871,349075,2773899,596813,406830,59649,255654,60689,95508,3845,32065,786613,121064,741817,906861,510507,247265,138583,103523,9048,2598364,905306,559988,29187
156,UTTAR PRADESH,Unnao,3108367,1630087,1478280,1773584,1053063,720521,851014,273730,761831,362913,1983623,450123,332663,49243,292715,70484,99466,3476,28719,596317,121039,501457,512965,415378,240024,136688,101934,7173,1893706,706851,453462,54348
157,UTTAR PRADESH,Lucknow,4589838,2394476,2195362,3127260,1742440,1384820,1226399,316407,1152285,390521,3047032,175578,203029,99863,1064336,469747,582769,68506,152257,344155,717566,489898,554301,552171,428121,378742,639260,52132,2678289,1161686,685258,64605
158,UTTAR PRADESH,Rae Bareli,3405559,1752542,1653017,1965843,1165965,799878,867393,337317,644869,559841,2200849,316891,507882,60774,319163,65080,247856,5184,34788,705025,73393,540661,538301,477689,270775,182823,153041,15662,2116007,776583,506583,6386
159,UTTAR PRADESH,Farrukhabad,1885204,1006240,878964,1092677,654827,437850,494545,97722,474686,117581,1292937,245089,135679,43528,167971,59209,88081,2624,18733,316647,94843,270550,330084,257279,184298,115069,110391,9368,1224584,411153,246795,2672
160,UTTAR PRADESH,Kannauj,1656616,881776,774840,1017087,603596,413491,430934,93742,419027,105649,1131940,239350,129517,51330,104479,32510,61491,2488,18082,299785,65985,237853,283674,263749,175582,107628,95072,7194,1069916,361028,223535,2137
161,UTTAR PRADESH,Etawah,1581810,845856,735954,1062003,623583,438420,413713,92359,361588,144484,1075738,170827,158026,20803,156416,47520,113098,2964,21506,265643,85483,171216,292852,298700,195192,121283,118571,13400,979633,362026,237786,2365
162,UTTAR PRADESH,Auraiya,1379545,740040,639505,930836,546198,384638,364543,77480,325721,116302,937522,166731,151727,12533,111032,32687,65479,2404,14279,255836,58438,133123,291837,282449,168866,101542,79012,6531,856336,320763,202054,392
163,UTTAR PRADESH,Kanpur Dehat,1796184,963255,832929,1170243,692964,477279,493991,134873,448651,180213,1167320,224986,234069,20783,149026,23831,49753,2682,25354,363933,41323,235341,344866,341845,223529,157167,97740,5930,1100820,415918,276272,3174
164,UTTAR PRADESH,Kanpur Nagar,4581268,2459806,2121462,3243022,1829179,1413843,1299871,272361,1229166,343066,3009036,198547,258790,68738,1046157,421694,517271,33966,93296,364869,684906,338620,766906,794860,651228,515772,396565,26827,2630411,1209554,731795,9508
165,UTTAR PRADESH,Jalaun,1689974,906092,783882,1075196,653430,421766,470969,149795,420266,200498,1069210,196613,243035,26109,155007,42616,104176,2217,18615,304856,91565,169207,327534,282919,167911,104699,106888,10399,1002817,410090,274954,2113
166,UTTAR PRADESH,Jhansi,1998603,1057436,941167,1304513,783705,520808,565357,249557,560041,254873,1183689,228881,248072,48648,289313,94342,183340,8517,40774,309592,195321,184997,370685,341371,186348,99814,92586,11783,1171301,510728,308331,8243
167,UTTAR PRADESH,Lalitpur,1221592,641011,580581,641191,397586,243605,326783,176568,357033,146318,718241,267580,131354,14882,89535,20720,77082,1079,9906,258013,43819,185575,202692,154118,61543,32237,34658,3535,793551,265080,159666,3295
168,UTTAR PRADESH,Hamirpur,1104285,593537,510748,653299,408125,245174,308527,135128,290375,153280,660630,130314,181449,19876,112016,20175,55929,1196,11037,256081,55300,159593,238344,211029,103334,59914,59612,4094,660774,260368,181109,2034
169,UTTAR PRADESH,Mahoba,875958,466358,409600,488106,302283,185823,237153,112523,238712,110964,526282,114244,130422,13523,91487,12874,42936,1316,11298,198298,48525,119002,141201,131165,60400,33810,37165,3926,527067,201394,137393,10104
170,UTTAR PRADESH,Banda,1799410,965876,833534,1002937,630626,372311,485314,216375,483232,218457,1097721,251755,273458,19098,157378,26907,73522,1655,18612,378056,67569,325773,415195,249238,114783,61702,63112,5728,1120432,408527,265310,5141
171,UTTAR PRADESH,Chitrakoot,991730,527721,464009,531072,330339,200733,254977,139220,282614,111583,597533,160094,150695,12555,70853,11637,41046,827,9437,207237,23558,168472,174106,124256,69641,40266,35826,3660,638046,214228,136669,2787
172,UTTAR PRADESH,Fatehpur,2632733,1384722,1248011,1512166,911003,601163,713736,350193,670156,393773,1568804,328758,425366,51555,258250,43492,75263,3385,33501,558807,77733,409875,463642,376472,227119,134445,116445,10212,1624830,603831,395547,8525
173,UTTAR PRADESH,Pratapgarh,3209141,1606085,1603056,1931559,1121381,810178,704569,362032,553013,513588,2142540,305746,386563,68642,305650,46358,140538,5149,34400,711085,41701,427626,558350,456752,332742,238011,197846,20047,2002569,703727,492097,10748
174,UTTAR PRADESH,Kaushambi,1599596,838485,761111,813424,507279,306145,402644,236442,415312,223774,960510,141102,321410,30491,146083,22034,43753,1503,15029,349856,30764,184229,253910,180825,146757,89011,45341,5115,1034099,336401,210556,18540
175,UTTAR PRADESH,Allahabad,5954391,3131807,2822584,3665727,2199340,1466387,1426110,685797,1286732,825175,3842484,474283,541146,185877,910601,204357,391542,24122,85491,983266,265304,823863,934881,738076,596615,502826,428871,36764,3764404,1335224,818137,36626
176,UTTAR PRADESH,Bara Banki,3260699,1707073,1553626,1692458,1010518,681940,871241,321609,834294,358556,2067849,458479,421973,77235,235163,60554,108116,3159,26293,635840,79068,533140,420824,350564,197780,132332,113799,12281,2043335,709494,445269,62601
177,UTTAR PRADESH,Faizabad,2470996,1259628,1211368,1450901,838339,612562,597888,233321,496579,334630,1639787,260406,272734,43505,254564,58328,127754,4746,28625,510378,79288,356093,361114,347114,231129,176303,179996,18947,1534832,543148,367332,25684
178,UTTAR PRADESH,Ambedkar Nagar,2397888,1212410,1185478,1486939,846676,640263,547406,239992,440998,346400,1610490,213814,301120,58520,213944,21512,99581,2509,27308,501559,65031,342667,392873,353570,247028,172872,194387,15458,1499494,515229,367234,15931
179,UTTAR PRADESH,Sultanpur,3797117,1914586,1882531,2239902,1300248,939654,869838,372794,690967,551665,2554485,338890,501634,85785,316323,55055,233701,5956,44008,839737,49891,460210,637015,526973,306046,188848,176414,15277,2376875,828222,580164,11856
180,UTTAR PRADESH,Bahraich,3487731,1843884,1643847,1398368,878285,520083,895576,256584,743452,408708,2335571,430227,482897,37965,201071,38940,85814,2681,35463,698520,61742,447648,493760,215939,104762,65106,47690,7028,2275746,754346,446242,11397
181,UTTAR PRADESH,Shrawasti,1117361,593897,523464,423313,276700,146613,293981,109774,232762,170993,713606,163449,165118,18494,56694,4828,20419,624,10074,248770,8504,155698,97160,56242,29567,19744,15648,1535,723443,245098,143979,4841
182,UTTAR PRADESH,Balrampur,2148665,1114721,1033944,868357,544943,323414,534332,225921,458727,301526,1388412,276614,328768,29916,124955,16229,57400,1551,15510,410070,35768,379253,227932,122911,65516,40633,37109,2777,1415213,442339,283947,7166
183,UTTAR PRADESH,Gonda,3433919,1787146,1646773,1679994,1034181,645813,855848,314704,739663,430889,2263367,440340,431532,65299,233381,45517,104084,4313,31811,673578,52794,678171,425584,305644,192664,144067,118176,8722,2223078,734903,464584,11354
184,UTTAR PRADESH,Siddharthnagar,2559297,1295095,1264202,1228926,740718,488208,583633,295265,447943,430955,1680399,298360,395993,35756,148789,25883,93088,2434,24662,480165,33348,676987,335977,204260,110056,73465,56516,10526,1690396,504002,359977,4922
185,UTTAR PRADESH,Basti,2464464,1255272,1209192,1393783,819719,574064,558642,225046,443724,339964,1680776,296928,282260,36856,167644,37593,108101,3423,30244,513960,31065,470355,349221,324085,211477,162961,143642,13030,1574037,519265,363891,7271
186,UTTAR PRADESH,Sant Kabir Nagar,1715183,869656,845527,954949,567098,387851,383482,155987,265453,274016,1175714,149604,241825,28884,119156,17671,79525,2031,19729,324972,27179,341757,290532,205875,129442,86528,63506,8882,1108368,352395,250502,3918
187,UTTAR PRADESH,Mahrajganj,2684703,1381754,1302949,1419144,881674,537470,659465,334788,439293,554960,1690450,229847,532486,43015,188905,23647,91844,2694,27339,573046,34033,456350,388464,308064,185236,129222,95863,11219,1694493,595114,370573,24523
188,UTTAR PRADESH,Gorakhpur,4440895,2277777,2163118,2700328,1593890,1106438,1016876,334753,746381,605248,3089266,255660,454931,82965,558073,149727,296619,14597,65360,761958,189170,873031,618398,560246,425913,316166,273903,36253,2755630,992114,659677,33474
189,UTTAR PRADESH,Kushinagar,3564544,1818055,1746489,1954820,1183722,771098,804857,312116,523258,593715,2447571,265686,528388,57049,265850,29304,127331,3486,35931,742324,42775,836856,424892,367405,249265,170911,119625,11970,2236842,772777,500373,54552
190,UTTAR PRADESH,Deoria,3100946,1537436,1563510,1875239,1079288,795951,639073,237173,455382,420864,2224700,238237,291016,50418,296575,60348,150001,4469,36068,597778,67928,602403,473097,449571,372031,277548,194341,23334,1946336,664708,481219,8683
191,UTTAR PRADESH,Azamgarh,4613913,2285004,2328909,2771917,1559414,1212503,941890,430142,784272,587760,3241881,425630,452055,115991,378356,49699,183381,6652,47324,891024,80434,831966,1344726,879745,489060,312571,158303,8087,2930243,965876,699954,17840
192,UTTAR PRADESH,Mau,2205968,1114709,1091259,1363044,773082,589962,475413,221334,396438,300309,1509221,145225,212343,118614,220565,40087,149908,2656,26716,352207,99321,344570,410737,320743,256784,209493,150462,15771,1402738,467343,323260,12627
193,UTTAR PRADESH,Ballia,3239774,1672902,1566872,1963590,1160960,802630,723060,296423,569522,449961,2220291,206228,384432,72194,356629,62157,119972,4672,42969,564927,64454,436021,515010,443440,409484,323582,200434,20283,1975934,724362,502628,36850
194,UTTAR PRADESH,Jaunpur,4494204,2220465,2273739,2731677,1565394,1166283,934157,503218,896547,540828,3056829,540762,436792,88404,371417,56508,181467,8002,52398,926088,80582,665376,939616,769693,520111,353996,256398,25909,2826453,927026,689979,50746
195,UTTAR PRADESH,Ghazipur,3620268,1855075,1765193,2197549,1293553,903996,808700,395902,766881,437721,2415666,368943,435934,68254,331471,36798,105767,5309,50180,700173,61467,566504,691057,563310,449909,334003,186306,12795,2234593,774130,556273,55272
196,UTTAR PRADESH,Chandauli,1952756,1017905,934851,1174606,699454,475152,462971,189572,341927,310616,1300213,125980,248674,58552,219337,32433,99602,3492,20762,344937,50822,295979,367768,276638,196240,135962,88299,7586,1222695,437000,287767,5294
197,UTTAR PRADESH,Varanasi,3676841,1921857,1754984,2403903,1389116,1014787,921234,299474,920761,299947,2456133,197952,182146,168764,671846,202055,336056,19214,57583,438935,316129,467782,608174,557052,447926,351391,281652,34841,2260457,856070,531549,28765
198,UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),1578213,807099,771114,910146,546782,363364,343155,127453,286978,183630,1107605,94402,104419,62665,209122,23178,83220,2896,16198,293510,45997,257527,291926,232072,167524,120944,86533,10304,1032294,331743,209920,4256
199,UTTAR PRADESH,Mirzapur,2496970,1312302,1184668,1428683,865837,562846,613061,268935,537091,344905,1614974,178132,334372,80246,289246,43500,145997,4447,24518,465152,77963,361642,421577,340261,232189,177109,140668,17680,1590528,552177,346773,7492
200,UTTAR PRADESH,Sonbhadra,1862559,971344,891215,985708,601988,383720,463611,266788,397196,333203,1132160,141007,371261,29417,188714,40467,95582,5149,25220,337048,91040,306218,297226,212565,120822,82614,63846,9357,1203938,418914,237866,1841
201,UTTAR PRADESH,Etah,1774480,947339,827141,1055202,647042,408160,440244,105740,415476,130508,1228496,242396,131779,28396,143413,37027,69591,2635,19712,334246,67752,238019,214091,201984,178434,119665,88607,8092,1149372,383707,237427,3974
202,UTTAR PRADESH,Kanshiram Nagar,1436719,764165,672554,724850,452803,272047,375213,97552,354257,118508,963954,229088,107094,22492,114091,26849,50405,1623,13109,271234,72490,256688,193410,150247,108558,61662,48079,4981,946320,301252,183434,5713
203,BIHAR,Pashchim Champaran,3935042,2061110,1873932,1759481,1091226,668255,999282,479665,797544,681403,2456095,217539,998833,38691,223884,38414,57546,3495,41143,839514,96620,1053481,543965,250243,159563,98732,70669,6035,2544205,888205,497793,4839
204,BIHAR,Purba Champaran,5099371,2681209,2418162,2276957,1407603,869354,1260774,476765,1132789,604750,3361832,349032,1057417,46164,284926,52358,74979,7719,70258,1142260,101565,1280809,982506,450631,241118,121594,68781,5149,3316422,1122340,648009,12600
205,BIHAR,Sheohar,656246,346673,309573,283698,171645,112053,166693,49679,137804,78568,439874,38727,136334,9119,32192,3983,10004,478,6698,158484,7516,128209,91277,37063,25657,16031,10091,661,421241,139909,93398,1698
206,BIHAR,Sitamarhi,3423574,1803252,1620322,1436794,885188,551606,865929,248654,753645,360938,2308991,216012,635907,37932,224732,39465,66263,3460,42461,807294,49670,733380,394422,196321,136500,92783,70549,11936,2206340,739982,449035,28217
207,BIHAR,Madhubani,4487379,2329313,2158066,2155338,1340085,815253,1105947,530991,1074091,562847,2850441,396880,940642,54934,244482,47090,113281,5319,65548,1047552,41234,783888,771417,520875,303114,170563,137780,11352,2860455,1009424,611899,5601
208,BIHAR,Supaul,2229076,1155283,1073793,1033283,647672,385611,551718,325964,472649,405033,1351394,201882,554271,22555,98974,12111,51028,1845,25078,572287,27815,467768,269737,157787,99530,69665,45726,5850,1453438,495020,277610,3008
209,BIHAR,Araria,2811569,1463333,1348236,1195768,727643,468125,708391,361502,696410,373483,1741676,222913,691947,24367,130666,17004,43290,2561,29796,659061,44213,625357,426625,206161,112955,68177,39627,6938,1872943,612012,324091,2523
210,BIHAR,Kishanganj,1690400,866970,823430,745056,439921,305135,421192,107872,384416,144648,1161336,107862,321867,11633,87702,11715,58718,1093,14073,401793,43357,356401,235779,89025,42778,25989,15386,3761,1139615,361114,188447,1224
211,BIHAR,Purnia,3264619,1699370,1565249,1332326,805261,527065,803275,340043,776385,366933,2121301,197424,745015,28840,172039,33688,86058,4170,33664,712847,85749,668690,360243,184327,119259,83226,59996,11116,2155512,696556,372692,39859
212,BIHAR,Katihar,3071029,1600430,1470599,1280190,762256,517934,760522,253044,667602,345964,2057463,168857,672291,20577,151841,32570,60900,2941,27263,668232,69838,472616,444260,237243,133811,88498,57114,11896,2054202,660403,353483,2941
213,BIHAR,Madhepura,2001762,1047559,954203,834577,517666,316911,496046,281500,443507,334039,1224216,190809,484062,16347,86328,12302,23236,1397,23309,486278,24000,340813,189431,114474,99437,79891,44955,6509,1311771,444235,242382,3374
214,BIHAR,Saharsa,1900661,997174,903487,804996,506374,298622,456724,193174,363326,286572,1250763,164600,356833,18651,109814,21651,41342,1668,19415,432651,38046,348300,194897,104182,90182,64560,47051,6016,1249692,415863,233870,1236
215,BIHAR,Darbhanga,3937385,2059949,1877436,1816634,1125566,691068,947927,275713,731347,492293,2713745,236673,642115,44846,300006,59510,127442,6280,53205,907174,95539,672797,490534,332382,224622,152540,129597,26073,2535344,865971,529314,6756
216,BIHAR,Muzaffarpur,4801062,2527497,2273565,2509232,1487117,1022115,1195308,352278,910304,637282,3253476,273436,769001,65253,439896,87796,180651,10290,73012,998694,120700,1092952,743623,419433,299475,194920,138916,14475,3016735,1079189,697108,8030
217,BIHAR,Gopalganj,2562012,1267666,1294346,1382998,793905,589093,539586,188615,363111,365090,1833811,208959,338666,26049,154527,31193,69375,3707,33596,515925,38133,540603,470828,291624,223776,123249,79109,7690,1642807,546202,370662,2341
218,BIHAR,Siwan,3330464,1675090,1655374,1930175,1115906,814269,730396,202020,462104,470312,2398048,264928,376344,31244,259900,42384,52935,3834,37833,632514,41858,689880,612635,445257,355277,186817,119164,12091,2115448,713597,498299,3120
219,BIHAR,Saran,3951862,2022821,1929041,2157454,1285767,871687,857660,182571,545520,494711,2911631,232097,493461,42103,272570,51822,94787,4509,37442,701323,76299,793945,693465,433759,361171,213251,148065,9848,2516115,847031,585386,3330
220,BIHAR,Vaishali,3495021,1844535,1650486,1926740,1152576,774164,858648,201696,716006,344338,2434677,255017,502637,36958,265732,47300,70001,4810,39564,699317,51494,810191,487594,370247,291392,178320,124448,9094,2176701,759132,486032,73156
221,BIHAR,Samastipur,4261566,2230003,2031563,2142880,1293575,849305,1037576,305824,907433,435967,2918166,299039,721629,47917,274815,46123,88021,5379,50918,1012979,43486,781038,710468,438908,284082,186153,129933,19126,2766930,913339,568812,12485
222,BIHAR,Begusarai,2970541,1567660,1402881,1548673,918507,630166,715345,222837,591811,346371,2032359,146035,430870,58167,303110,49493,120373,4644,43127,594377,139248,577601,484502,291877,207136,144783,101836,14599,1951688,644874,369996,3983
223,BIHAR,Khagaria,1666886,883786,783100,768028,461153,306875,398216,162589,306283,254522,1106081,104517,325731,20816,109741,15401,40641,1580,21654,373696,21007,350601,233494,130004,100555,65931,38697,5969,1114645,355531,195796,914
224,BIHAR,Bhagalpur,3037766,1615663,1422103,1573066,937669,635397,740056,243472,534129,449399,2054238,135161,475228,60461,312678,63241,174534,6764,46929,522527,130634,614644,524322,300767,247079,154643,118843,16119,1952879,674660,397654,12573
225,BIHAR,Banka,2034763,1067140,967623,965321,590961,374360,517817,253263,374097,396983,1263683,172440,462614,26680,109346,15459,62359,1704,22300,425604,18492,408188,386707,196305,120653,63103,35767,3922,1291235,462080,278863,2585
226,BIHAR,Munger,1367765,729041,638724,801817,473741,328076,327453,99205,233402,193256,941107,45953,196449,16690,167566,49141,90461,2653,17946,222281,85782,226699,158699,146414,147152,101907,64469,4394,860147,316713,188319,2586
227,BIHAR,Lakhisarai,1000912,526345,474567,507270,305182,202088,240494,86082,201866,124710,674336,78532,159970,13546,74528,12938,44491,1186,8862,175882,31763,172076,149312,111684,85807,48001,27261,3814,650642,218840,130655,775
228,BIHAR,Sheikhpura,636342,329743,306599,328676,196431,132245,151569,73086,148002,76653,411687,54511,109696,9917,50531,6803,20065,631,8873,108293,24345,129673,110525,59529,52860,33856,19676,3399,413475,136898,85045,924
229,BIHAR,Nalanda,2877653,1497060,1380593,1519933,919558,600375,703405,342015,740949,304471,1832233,221240,534021,52585,237574,43761,101378,4156,43848,514141,102522,581978,486266,320839,274556,177358,133032,11159,1829128,642197,403129,3199
230,BIHAR,Patna,5838465,3078512,2759953,3459679,2028047,1431632,1436411,445475,1371267,510619,3956579,271216,658203,85349,867118,321307,546859,40692,132582,657991,552103,1244842,1095655,920051,698351,463361,452340,46126,3626564,1382654,815638,13609
231,BIHAR,Bhojpur,2728407,1430380,1298027,1599151,973486,625665,640283,182210,512009,310484,1905914,190896,364875,47985,218737,45763,62153,3661,34658,434559,77368,581580,605307,367059,313509,163303,131137,10630,1722387,613072,387389,5559
232,BIHAR,Buxar,1706352,887977,818375,989807,593544,396263,402180,136142,328547,209775,1168030,132472,251790,26122,127938,27362,46760,1784,19324,299252,35405,331675,420187,256124,178044,89306,64117,5224,1074754,375372,253998,2228
233,BIHAR,Kaimur (Bhabua),1626384,847006,779378,920276,549923,370353,375959,135204,284646,226517,1115221,125070,268597,24880,92616,12540,52899,2100,17223,325143,15299,318859,294927,210899,147315,86815,70169,9576,1039302,353413,226808,6861
